id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
142, B    , DEM   , F      ,62,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
143, W    , DEM   , F      ,60,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
144, W    , UNA   , F      ,39,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
145, W    , UNA   , F      ,48,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
146, B    , DEM   , F      ,43,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
147, W    , UNA   , F      ,33,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
148, W    , UNA   , F      ,39,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
149, W    , DEM   , F      ,33,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
150, A    , DEM   , F      ,35,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
151, W    , UNA   , F      ,28,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
152, A    , DEM   , F      ,86,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
153, W    , DEM   , F      ,39,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
154, B    , DEM   , F      ,51,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
155, B    , DEM   , F      ,51,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
156, W    , DEM   , F      ,57,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
157, B    , DEM   , F      ,45,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
158, W    , UNA   , F      ,47,1, CONTROL   ,0, NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
159, W    , DEM   , F      ,26,1, CONTROL   ,0, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
160, W    , UNA   , F      ,48,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
161, W    , UNA   , F      ,44,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
162, W    , UNA   , F      ,47,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
163, B    , DEM   , F      ,45,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
164, O    , DEM   , F      ,24,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
165, W    , DEM   , F      ,28,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
166, O    , DEM   , F      ,23,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
167, W    , DEM   , F      ,34,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
168, B    , DEM   , F      ,59,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
169, W    , UNA   , F      ,39,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
170, W    , DEM   , F      ,23,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , IN-PERSON        
171, W    , DEM   , F      ,21,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
172, B    , DEM   , F      ,28,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
173, B    , DEM   , U      ,43,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
174, B    , DEM   , F      ,34,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
175, B    , UNA   , F      ,19,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
176, B    , DEM   , F      ,53,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
177, B    , DEM   , F      ,48,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
178, W    , DEM   , F      ,54,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
179, W    , DEM   , F      ,44,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
180, W    , DEM   , F      ,48,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
181, W    , UNA   , F      ,52,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
182, U    , DEM   , F      ,64,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
183, B    , DEM   , F      ,44,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
184, O    , UNA   , F      ,67,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
185, W    , DEM   , F      ,45,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
186, W    , UNA   , F      ,47,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
187, O    , DEM   , F      ,67,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
188, W    , DEM   , F      ,42,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
189, A    , UNA   , F      ,61,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
190, W    , UNA   , F      ,41,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , IN-PERSON        
191, B    , DEM   , F      ,44,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
192, W    , DEM   , F      ,32,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
193, W    , UNA   , F      ,50,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON         , IN-PERSON        
194, W    , DEM   , F      ,41,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
195, B    , UNA   , F      ,72,1, CONTROL   ,0, ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
196, W    , UNA   , F      ,46,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
197, W    , UNA   , F      ,29,1, CONTROL   ,0, ABSENTEE BY MAIL , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
198, W    , UNA   , F      ,37,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
199, W    , DEM   , F      ,50,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
200, B    , DEM   , F      ,57,1, CONTROL   ,0, NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , DID NOT VOTE     
201, B    , UNA   , F      ,35,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
202, B    , DEM   , F      ,50,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
203, W    , DEM   , F      ,36,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
204, W    , UNA   , F      ,25,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
205, W    , DEM   , F      ,41,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
206, W    , UNA   , F      ,24,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
207, W    , DEM   , F      ,45,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
208, B    , DEM   , F      ,77,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
209, W    , DEM   , F      ,57,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
210, W    , DEM   , F      ,34,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON         , IN-PERSON        
211, W    , UNA   , F      ,40,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , DID NOT VOTE     , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
212, W    , UNA   , F      ,58,1, CONTROL   ,0, NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
213, W    , UNA   , F      ,20,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
214, W    , UNA   , F      ,50,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , ABSENTEE BY MAIL 
215, W    , DEM   , F      ,38,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
216, W    , DEM   , F      ,38,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
217, A    , DEM   , F      ,42,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
218, W    , DEM   , F      ,19,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
219, U    , DEM   , F      ,74,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
220, W    , DEM   , F      ,70,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
221, U    , DEM   , F      ,55,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
222, W    , DEM   , F      ,67,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
223, W    , DEM   , F      ,62,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
224, W    , DEM   , F      ,60,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
225, B    , DEM   , F      ,53,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
226, B    , DEM   , F      ,70,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
227, W    , DEM   , F      ,92,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
228, B    , DEM   , F      ,45,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
229, W    , DEM   , F      ,64,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
230, W    , DEM   , F      ,36,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
231, W    , DEM   , F      ,52,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
232, W    , UNA   , F      ,39,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
233, W    , DEM   , F      ,60,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
234, W    , UNA   , F      ,32,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
235, W    , DEM   , F      ,69,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
236, W    , UNA   , F      ,54,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
237, A    , DEM   , F      ,40,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
238, W    , DEM   , F      ,38,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
239, W    , UNA   , F      ,51,1, CONTROL   ,0, ABSENTEE BY MAIL , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
240, B    , DEM   , F      ,34,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
241, W    , UNA   , F      ,26,1, CONTROL   ,0, NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
242, W    , DEM   , F      ,64,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
243, U    , DEM   , U      ,75,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
244, W    , UNA   , F      ,38,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
245, W    , DEM   , F      ,43,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
246, W    , UNA   , F      ,39,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
247, B    , DEM   , F      ,21,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
248, B    , DEM   , F      ,26,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
249, W    , UNA   , F      ,61,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , NOT REGISTERED   , IN-PERSON         , IN-PERSON        
250, U    , UNA   , U      ,40,1, CONTROL   ,0, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
251, W    , UNA   , F      ,27,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON         , IN-PERSON        
252, B    , DEM   , F      ,19,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
253, O    , UNA   , F      ,19,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
254, W    , UNA   , F      ,58,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
255, W    , DEM   , F      ,47,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
256, W    , DEM   , F      ,42,1, CONTROL   ,0, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
257, W    , DEM   , F      ,58,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
258, W    , DEM   , U      ,54,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
259, U    , UNA   , F      ,70,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
260, W    , UNA   , F      ,37,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE BY MAIL  , IN-PERSON        
261, O    , UNA   , F      ,62,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
262, W    , DEM   , F      ,51,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
263, B    , DEM   , F      ,61,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
264, W    , DEM   , F      ,37,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
265, W    , UNA   , F      ,36,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
266, W    , DEM   , F      ,33,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
267, W    , UNA   , F      ,34,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
268, W    , DEM   , F      ,35,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
269, W    , DEM   , F      ,32,1, CONTROL   ,0, ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
270, W    , DEM   , F      ,28,1, CONTROL   ,0, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
271, A    , UNA   , F      ,38,1, CONTROL   ,0, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
272, W    , DEM   , F      ,44,1, CONTROL   ,0, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
273, W    , UNA   , F      ,42,1, CONTROL   ,0, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
274, W    , DEM   , F      ,62,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
275, W    , DEM   , F      ,30,1, CONTROL   ,0, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
276, W    , DEM   , F      ,69,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
277, W    , UNA   , F      ,32,1, CONTROL   ,0, ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
278, M    , DEM   , F      ,26,1, CONTROL   ,0, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , PROVISIONAL      , ABSENTEE ONESTOP  , IN-PERSON        
